"Fresh Brussel Sprouts - Steamed Brussel Sprouts, 12 sprouts (85g)",70,16g,0g,6g,0mg,40mg,4g,6g
Snacks,,,,,,,,
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
"Get Crackin' - Wonderful Pistachios, 10.0 g",53,3g,5g,2g,0mg,53mg,1g,1g
"Fage Total 0% - Greek Yougart, 1.33 cup",173,12g,0g,31g,0mg,113mg,12g,0g
"Bread - Rye, toasted, 1 oz",80,15g,1g,3g,0mg,205mg,0g,2g
TOTAL:,"2,014",192g,65g,177g,200mg,"1,771mg",39g,68g
4-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Parsley - Raw, 1 cup",22,4g,0g,2g,0mg,34mg,1g,2g
Dinner,,,,,,,,
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"Mori-Nu - Silken Tofu Firm, 1 container (12 oz (84g about 1"" slice) ea.)",200,8g,10g,24g,0mg,120mg,0g,0g
"Generic - Grain Oatmeal Dry .5 Cup, 0.5 cup (39g dry)",140,26g,3g,5g,0mg,0mg,0g,4g
TOTAL:,952,123g,32g,58g,5mg,756mg,24g,33g
5-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
"Lettuce - Cos or romaine, raw, 6 leaf outer",29,6g,1g,2g,0mg,13mg,2g,4g
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
Lunch,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Generic - Grain Oatmeal Dry .5 Cup, 0.75 cup (39g dry)",210,39g,4g,8g,0mg,0mg,0g,6g
Dinner,,,,,,,,
"Fresh Brussel Sprouts - Steamed Brussel Sprouts, 12 sprouts (85g)",70,16g,0g,6g,0mg,40mg,4g,6g
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"Nasoya - Firm Tofu, 3/5 Package",210,6g,9g,21g,0mg,0mg,0g,3g
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Generic / Vegetarian - Yellow Split Pea Soup, 2 cup",340,76g,3g,22g,0mg,"1,600mg",0g,18g
Snacks,,,,,,,,
"Breakstone's - Cottage Cheese - 4% Milk-Fat Min. Small Curd, 4 oz",110,5g,5g,11g,25mg,370mg,4g,0g
"Edy's - Eggnog Ice Cream, 1/3 cup",73,12g,2g,1g,13mg,27mg,9g,0g
TOTAL:,"1,990",284g,53g,125g,53mg,"2,952mg",73g,82g
6-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Parsley - Raw, 1.5 cup",32,6g,1g,3g,0mg,50mg,1g,3g
Lunch,,,,,,,,
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Danon - Plain Nonfat Yogurt, 2 cup",220,32g,0g,22g,10mg,300mg,30g,0g
Dinner,,,,,,,,
"Nasoya - Firm Tofu, 3/5 Package",210,6g,9g,21g,0mg,0mg,0g,3g
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"Generic - Grain Oatmeal Dry .5 Cup, 0.75 cup (39g dry)",210,39g,4g,8g,0mg,0mg,0g,6g
"Kirkland Signature (Costco) - Shrimp, Raw, Tail on (2lbs.), 2.67 oz. (112g/about 9)",67,2g,0g,13g,77mg,187mg,0g,0g
Snacks,,,,,,,,
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
"Get Crackin' - Wonderful Pistachios, 10.0 g",53,3g,5g,2g,0mg,53mg,1g,1g
"Great Value - Bowties Pasta, 0.33 C",56,11g,0g,2g,0mg,0mg,1g,1g
"Raisinets - Dark Chocolate Covered Raisins, 1/4 cp",180,32g,8g,2g,5mg,5mg,26g,2g
TOTAL:,"1,896",226g,58g,132g,157mg,"1,347mg",84g,62g
7-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Parsley - Raw, 1.5 cup",32,6g,1g,3g,0mg,50mg,1g,3g
Dinner,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Generic - Grain Oatmeal Dry .5 Cup, 0.75 cup (39g dry)",210,39g,4g,8g,0mg,0mg,0g,6g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 2 leaf outer",10,2g,0g,1g,0mg,4mg,1g,1g
Snacks,,,,,,,,
"Raisinets - Dark Chocolate Covered Raisins, 0.0625 cp",45,8g,2g,1g,1mg,1mg,7g,1g
"Breakstone's - Cottage Cheese - 4% Milk-Fat Min. Small Curd, 1 oz",28,1g,1g,3g,6mg,93mg,1g,0g
"Fish - Herring, Atlantic, pickled, 0.13 cup",46,2g,3g,2g,2mg,152mg,0g,0g
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 6 almonds",39,1g,3g,1g,0mg,0mg,0g,1g
TOTAL:,"1,256",170g,40g,64g,19mg,600mg,42g,58g
8-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Lettuce - Cos or romaine, raw, 2 leaf outer",10,2g,0g,1g,0mg,4mg,1g,1g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
Lunch,,,,,,,,
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
Dinner,,,,,,,,
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"Mori-Nu - Silken Tofu Firm, 1 container (12 oz (84g about 1"" slice) ea.)",200,8g,10g,24g,0mg,120mg,0g,0g
"Kin No Tsubu Niowanatto - Natto, 1 package",100,7g,4g,8g,0mg,250mg,1g,4g
Snacks,,,,,,,,
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 6 almonds",39,1g,3g,1g,0mg,0mg,0g,1g
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
TOTAL:,"1,607",181g,53g,114g,70mg,"1,276mg",42g,60g
9-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"Generic - Hijiki Salad, 2 oz",62,10g,0g,1g,0mg,0mg,7g,1g
"House Foods - Tofu (Medium Firm Regular), 0.75 container (13.5 oz (1"" slice) ea.)",203,3g,10g,24g,0mg,101mg,0g,0g
Dinner,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Snacks,,,,,,,,
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 9 almonds",58,2g,5g,2g,0mg,0mg,0g,1g
TOTAL:,"1,617",187g,48g,111g,70mg,565mg,42g,61g
10-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Lunch,,,,,,,,
"Generic - Hijiki Salad, 2 oz",62,10g,0g,1g,0mg,0mg,7g,1g
"House Foods - Tofu (Medium Firm Regular), 0.75 container (13.5 oz (1"" slice) ea.)",203,3g,10g,24g,0mg,101mg,0g,0g
"Cucumber - With peel, raw, 1 cucumber (8-1/4"")",45,11g,0g,2g,0mg,6mg,5g,2g
"Tomato - Roma, 2 Tomato",32,8g,0g,2g,0mg,10mg,8g,0g
"lentil soup 2, 1 serving",224,42g,1g,15g,0mg,356mg,13g,15g
Dinner,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Snacks,,,,,,,,
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 9 almonds",58,2g,5g,2g,0mg,0mg,0g,1g
TOTAL:,"1,848",235g,48g,127g,70mg,937mg,68g,76g
11-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"lentil soup 2, 1 serving",224,42g,1g,15g,0mg,356mg,13g,15g
"Cucumber - With peel, raw, 1 cucumber (8-1/4"")",45,11g,0g,2g,0mg,6mg,5g,2g
"House Foods - Tofu (Medium Firm Regular), 0.75 container (13.5 oz (1"" slice) ea.)",203,3g,10g,24g,0mg,101mg,0g,0g
"Generic - Hijiki Salad, 2 oz",62,10g,0g,1g,0mg,0mg,7g,1g
Dinner,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Snacks,,,,,,,,
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 3 almonds",19,1g,2g,1g,0mg,0mg,0g,0g
TOTAL:,"1,707",236g,44g,100g,10mg,777mg,59g,76g
12-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"Generic - Hijiki Salad, 2 oz",62,10g,0g,1g,0mg,0mg,7g,1g
"House Foods - Tofu (Medium Firm Regular), 0.75 container (13.5 oz (1"" slice) ea.)",203,3g,10g,24g,0mg,101mg,0g,0g
"Cucumber - With peel, raw, 1 cucumber (8-1/4"")",45,11g,0g,2g,0mg,6mg,5g,2g
"lentil soup 2, 1 serving",224,42g,1g,15g,0mg,356mg,13g,15g
Dinner,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Snacks,,,,,,,,
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 3 almonds",19,1g,2g,1g,0mg,0mg,0g,0g
"Barilla Whole Grain Pasta - Penne, 1 oz.",100,21g,1g,4g,0mg,5mg,1g,3g
TOTAL:,"1,947",260g,47g,131g,70mg,932mg,61g,80g
13-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
"lentil soup 2, 1 serving",224,42g,1g,15g,0mg,356mg,13g,15g
"Cucumber - With peel, raw, 1 cucumber (8-1/4"")",45,11g,0g,2g,0mg,6mg,5g,2g
"House Foods - Tofu (Medium Firm Regular), 0.75 container (13.5 oz (1"" slice) ea.)",203,3g,10g,24g,0mg,101mg,0g,0g
"Generic - Hijiki Salad, 2 oz",62,10g,0g,1g,0mg,0mg,7g,1g
Snacks,,,,,,,,
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 10 almonds",64,2g,6g,2g,0mg,0mg,0g,1g
TOTAL:,"1,752",237g,48g,101g,10mg,777mg,59g,77g
14-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Dinner,,,,,,,,
"Iga - Golden Pumpkin, 1/2 cup",50,11g,0g,1g,0mg,0mg,3g,2g
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"Nasoya - Firm Tofu, 3/5 Package",210,6g,9g,21g,0mg,0mg,0g,3g
"Kin No Tsubu Niowanatto - Natto, 1 package",100,7g,4g,8g,0mg,250mg,1g,4g
Snacks,,,,,,,,
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 3 almonds",19,1g,2g,1g,0mg,0mg,0g,0g
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1.5 scoop",210,5g,3g,41g,90mg,225mg,2g,2g
TOTAL:,"1,805",209g,53g,130g,100mg,"1,241mg",47g,70g
15-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Dinner,,,,,,,,
"Nasoya - Firm Tofu, 3/5 Package",210,6g,9g,21g,0mg,0mg,0g,3g
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"lentil soup 2, 1 serving",224,42g,1g,15g,0mg,356mg,13g,15g
"Iga - Golden Pumpkin, 1/2 cup",50,11g,0g,1g,0mg,0mg,3g,2g
Snacks,,,,,,,,
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 0.5 scoop",70,2g,1g,14g,30mg,75mg,1g,1g
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 8 almonds",52,1g,4g,2g,0mg,0mg,0g,1g
TOTAL:,"1,822",241g,50g,111g,40mg,"1,197mg",58g,81g
16-Jan-12,,,,,,,,
FOODS,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
Breakfast,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1.25 cup (39g dry)",350,65g,6g,13g,0mg,0mg,0g,10g
Lunch,,,,,,,,
"Danon - Plain Nonfat Yogurt, 1 cup",110,16g,0g,11g,5mg,150mg,15g,0g
"Seeds - Flax Seeds, 2.5 tablespoons",138,7g,10g,5g,0mg,0mg,1g,18g
"Lettuce - Cos or romaine, raw, 3 leaf outer",14,3g,0g,1g,0mg,7mg,1g,2g
"Generic - Grain Oatmeal Dry .5 Cup, 1 cup (39g dry)",280,52g,5g,10g,0mg,0mg,0g,8g
Dinner,,,,,,,,
"Generic - Hijiki Salad, 2 oz",62,10g,4g,1g,0mg,452mg,7g,1g
"Nasoya - Firm Tofu, 3/5 Package",210,6g,9g,21g,0mg,0mg,0g,3g
"Kin No Tsubu Niowanatto - Natto, 1 package",100,7g,4g,8g,0mg,250mg,1g,4g
"Iga - Golden Pumpkin, 1 cup",100,22g,0g,2g,0mg,0mg,6g,4g
Snacks,,,,,,,,
"Generic - Almonds Raw Approximately 29 Kernels = 1 oz, 8 almonds",52,1g,4g,2g,0mg,0mg,0g,1g
"Muscle Milk - Cytosport - 100% Whey Protein Powder - Chocolate, 1 scoop",140,3g,2g,27g,60mg,150mg,1g,1g
TOTAL:,"1,818",218g,54g,118g,70mg,"1,166mg",49g,72g
