Date,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
24-Apr-14,2893,111,202,183,1142,2200,20,47
25-Apr-14,1978,148,64,218,2043,1267,37,30
26-Apr-14,1402,35,80,138,1323,963,8,14
27-Apr-14,1161,18,76,95,700,597,4,9
28-Apr-14,957,45,56,77,838,913,10,26
29-Apr-14,1278,120,43,116,838,942,25,19
30-Apr-14,1888,104,88,183,1798,953,32,21
1-May-14,873,54,49,74,838,1131,9,30
2-May-14,1544,122,50,166,838,1343,33,32
3-May-14,1571,37,82,169,1023,1850,8,19
4-May-14,1269,24,71,123,752,855,4,9
5-May-14,1452,159,40,136,748,1137,29,28
6-May-14,1495,179,46,119,838,1712,25,42
7-May-14,1584,175,38,167,374,2067,19,59
8-May-14,2316,121,126,196,683,3159,13,59
9-May-14,2302,40,113,278,0,2007,16,13
10-May-14,1393,58,88,101,610,813,13,22
11-May-14,1447,58,69,141,333,694,31,9
12-May-14,1117,40,63,109,554,767,16,21
13-May-14,1543,100,98,76,515,3208,37,12
14-May-14,1435,69,80,119,489,1347,26,17
15-May-14,1459,40,94,127,90,793,20,19
16-May-14,1490,58,75,153,464,1121,11,15
17-May-14,1787,49,79,223,831,1289,16,18
18-May-14,1794,77,95,159,378,982,29,24
19-May-14,709,29,33,87,90,619,6,14
20-May-14,883,57,55,54,1124,740,24,19
21-May-14,624,7,49,51,129,474,2,4
22-May-14,921,25,93,63,135,507,15,5
23-May-14,1054,48,54,85,249,2200,20,13
24-May-14,885,21,22,14,40,208,9,3
25-May-14,1059,57,49,100,59,511,39,7
26-May-14,1070,80,42,105,89,728,25,14
27-May-14,856,13,62,53,206,638,9,2
28-May-14,2187,60,73,322,619,1447,18,9
29-May-14,1351,52,74,125,140,1031,38,7
30-May-14,1938,200,64,164,244,1411,56,15
31-May-14,913,31,40,107,166,2160,12,9
1-Jun-14,1295,38,54,165,203,885,13,13
2-Jun-14,1900,36,80,257,315,1255,22,9
3-Jun-14,851,25,50,82,180,234,8,14
4-Jun-14,1967,56,87,230,571,1087,22,12
5-Jun-14,1634,42,80,196,492,2235,15,10
6-Jun-14,1543,48,61,190,430,1369,11,6
7-Jun-14,1747,62,60,233,391,1395,8,10
8-Jun-14,1039,62,52,88,241,541,22,22
9-Jun-14,1737,50,45,240,205,1850,6,14
10-Jun-14,1163,46,48,144,287,1489,6,11
11-Jun-14,1467,15,66,204,314,732,6,7
12-Jun-14,1549,58,54,203,322,1799,22,15
13-Jun-14,1315,39,41,218,136,1726,16,10
14-Jun-14,1412,28,51,224,191,935,15,10
15-Jun-14,1487,53,37,225,390,828,24,14
16-Jun-14,1632,72,77,165,362,1181,21,13
17-Jun-14,1117,41,39,159,347,703,12,16
18-Jun-14,1085,31,53,121,388,712,10,14
19-Jun-14,1461,78,49,173,606,2012,36,10
20-Jun-14,1856,80,91,154,344,2487,35,11
21-Jun-14,2080,142,73,208,389,1122,58,16
22-Jun-14,684,36,23,88,158,882,15,16
23-Jun-14,1603,62,64,205,282,1362,26,23
24-Jun-14,1480,33,67,215,137,1392,8,19
25-Jun-14,1274,28,40,202,200,1189,3,14
26-Jun-14,1099,26,37,161,255,618,12,11
27-Jun-14,1617,155,68,100,152,1230,108,7
28-Jun-14,1863,154,117,64,294,1419,97,5
29-Jun-14,1128,23,86,66,334,993,9,10
30-Jun-14,1034,36,61,96,350,1945,11,17
1-Jul-14,1434,42,103,118,353,1855,20,14
2-Jul-14,1145,36,62,104,432,823,10,16
3-Jul-14,1533,118,61,153,409,1262,43,19
4-Jul-14,1353,80,79,82,373,1203,28,21
5-Jul-14,1426,62,85,69,779,1501,18,14
6-Jul-14,2009,36,174,72,566,727,25,16
7-Jul-14,1040,43,64,80,255,615,16,17
8-Jul-14,1691,92,93,131,443,1812,28,20
9-Jul-14,1293,35,102,69,271,803,13,13
10-Jul-14,1606,61,93,135,403,1772,16,16
11-Jul-14,1736,17,145,91,362,864,3,7
12-Jul-14,1342,22,98,91,295,912,7,13
13-Jul-14,1389,68,84,89,314,634,4,12
14-Jul-14,1491,74,65,152,466,989,15,15
15-Jul-14,1800,126,79,153,446,1137,19,23
16-Jul-14,1418,34,88,131,388,422,9,17
17-Jul-14,1737,70,101,138,850,1036,30,12
18-Jul-14,1322,80,70,66,336,942,21,10
19-Jul-14,1224,26,65,131,487,689,9,11
