Date, Weight
3/24/2014, 115.0
3/25/2014, 114.5
3/26/2014, 116.0
3/27/2014, 115.5
3/28/2014, 115.5
3/29/2014, 114.5
3/30/2014, 117.0
3/31/2014, 116.0
4/01/2014, 117.0
4/02/2014, 117.0
4/03/2014, 117.0
4/04/2014, 117.0
4/05/2014, 117.0
4/06/2014, 117.0
4/07/2014, 117.0
4/08/2014, 117.0
4/09/2014, 112.0
4/10/2014, 112.5
4/11/2014, 112.5
4/12/2014, 113.5
4/13/2014, 113.5
4/14/2014, 115.0
4/15/2014, 117.5
4/16/2014, 117.0
4/17/2014, 118.0
4/18/2014, 118.5
4/19/2014, 117.5
4/20/2014, 119.5
4/21/2014, 120.0
4/22/2014, 119.5
4/23/2014, 118.5
4/24/2014, 118.5
4/25/2014, 121.0
4/26/2014, 119.5
4/27/2014, 119.5
4/28/2014, 119.0
4/29/2014, 118.5
4/30/2014, 118.0
5/01/2014, 120.0
5/02/2014, 118.5
5/03/2014, 118.5
5/04/2014, 120.0
5/05/2014, 122.0
5/06/2014, 120.5
5/07/2014, 121.0
5/08/2014, 120.5
5/09/2014, 123.0
5/10/2014, 120.0
5/11/2014, 120.0
5/12/2014, 119.5
5/13/2014, 119.0
5/14/2014, 121.0
5/15/2014, 119.0
5/16/2014, 122.0
5/17/2014, 119.5
5/18/2014, 122.0
5/19/2014, 122.0
5/20/2014, 120.5
5/21/2014, 119.5
5/22/2014, 119.5
5/23/2014, 119.5
5/24/2014, 119.5
5/25/2014, 119.5
5/26/2014, 117.0
5/27/2014, 118.5
5/28/2014, 118.0
5/29/2014, 120.0
5/30/2014, 120.0
5/31/2014, 120.5
6/01/2014, 118.5
6/02/2014, 121.0
6/03/2014, 121.0
6/04/2014, 121.5
6/05/2014, 120.5
6/06/2014, 120.5
6/07/2014, 120.5
6/08/2014, 122.5
6/09/2014, 120.0
6/10/2014, 121.5
6/11/2014, 121.0
6/12/2014, 121.0
6/13/2014, 122.0
6/14/2014, 121.5
6/15/2014, 121.0
6/16/2014, 122.5
6/17/2014, 122.5
6/18/2014, 122.0
6/19/2014, 119.5
6/20/2014, 120.5
6/21/2014, 120.0
6/22/2014, 125.5
6/23/2014, 122.0
6/24/2014, 122.0
6/25/2014, 121.5
6/26/2014, 121.5
6/27/2014, 120.5
6/28/2014, 121.0
6/29/2014, 121.0
6/30/2014, 120.5
7/01/2014, 121.0
7/02/2014, 119.5
7/03/2014, 119.0
7/04/2014, 120.0
7/05/2014, 120.0
7/06/2014, 121.0
7/07/2014, 122.0
7/08/2014, 121.0
7/09/2014, 120.5
7/10/2014, 119.5
7/11/2014, 119.0
7/12/2014, 123.0
7/13/2014, 120.5
7/14/2014, 119.0
7/15/2014, 120.0
7/16/2014, 121.0
7/17/2014, 121.0
7/18/2014, 121.5
7/19/2014, 120.5
7/20/2014, 120.5
