Date,Calories,Carbs,Fat,Protein,Cholest,Sodium,Sugars,Fiber
15-Dec-13,977,81,33,72,640,1151,22,35
16-Dec-13,1846,207,31,152,648,2841,45,40
17-Dec-13,1129,91,45,115,754,2506,18,46
18-Dec-13,1601,98,74,137,1308,1579,33,44
19-Dec-13,704,40,47,46,175,1069,8,17
20-Dec-13,1802,96,74,114,298,3439,41,22
21-Dec-13,1324,130,37,108,237,3093,29,39
22-Dec-13,1151,126,46,77,517,2100,19,40
23-Dec-13,1466,124,65,153,487,1101,40,41
24-Dec-13,1739,167,88,131,1301,2024,33,67
25-Dec-13,2406,169,71,240,760,1967,37,51
26-Dec-13,1366,145,58,102,489,1525,20,57
27-Dec-13,1036,84,32,103,529,1213,15,27
28-Dec-13,1614,170,60,116,670,1817,32,68
29-Dec-13,1516,172,48,76,165,1829,72,32
30-Dec-13,897,74,43,62,440,481,13,24
31-Dec-13,1646,187,55,127,826,1176,16,61
